id,series,WorldClim: Temperature - warmest month max,Precipitation - annual (Bio12)
"57b613d4-f452-4306-8bef-605017d64bd9","Eucalyptus pilularis",266.0,1248.0
"35fd3be4-ecb3-42cf-adf7-8c1fbd6297a0","Eucalyptus pilularis",269.0,827.0
"44f02c12-fa25-4820-ba7b-909e90d72d6e","Eucalyptus pilularis",260.0,1232.0
"183c6c76-5344-4e77-97a7-d7fa9b8751bb","Eucalyptus pilularis",262.0,1188.0
"2036f073-1592-465b-9b53-ae3c056992b3","Eucalyptus pilularis",273.0,784.0
"0516a37d-4bfc-4577-b1be-52eed3d6c21d","Eucalyptus pilularis",266.0,1251.0
"a9aa6c3d-be35-4b05-a69d-bdd747874865","Eucalyptus pilularis",284.0,738.0
"adb6f59b-5b60-45d1-b25a-24f815e8fd3d","Eucalyptus pilularis",295.0,1108.0
"30d416f3-4619-4b86-96e0-dbffe837ed7a","Eucalyptus pilularis",279.0,1201.0
"77e77aa4-4d1c-4d52-8cdc-009b36625e9c","Eucalyptus pilularis",274.0,1285.0
"6df378d1-f461-4fcb-ae01-2f51c3c147d5","Eucalyptus pilularis",276.0,1588.0
"8cb227a3-8433-44b7-a381-c4b85b13a690","Eucalyptus pilularis",264.0,1254.0
"f3ddb074-5913-4ce1-b333-f86af9d9e69c","Eucalyptus pilularis",245.0,1032.0
"fcfc7478-fde5-4a46-8279-5df5cd28a4e2","Eucalyptus pilularis",246.0,1048.1428
"dd855b17-d14c-4aaf-89b8-374c7866eb55","Eucalyptus pilularis",245.0,1037.0
"60e67a64-d39a-431d-862c-525df56c3d6b","Eucalyptus pilularis",277.0,1317.0
"d73e1598-60a6-4355-bfb6-08688a207899","Eucalyptus pilularis",272.0,1373.0
"e963de1e-c6bd-49ae-9c5d-91ddbd2ea264","Eucalyptus pilularis",264.0,1393.0
"ff59e4bc-5043-47cc-9517-2ea9fc1ea806","Eucalyptus pilularis",282.0,1159.0
"7a4e9338-53a9-4e42-a0d0-91499fdb88a4","Eucalyptus pilularis",268.0,1381.0
"c11b0829-6dc9-4d72-a3f7-d0d76d44508f","Eucalyptus pilularis",267.0,1320.0
"674c96e9-8eba-4dd4-a9dc-678a547bf71c","Eucalyptus pilularis",269.0,1380.0
"c4770617-58ff-4873-9416-0fd03a807659","Eucalyptus pilularis",251.0,1169.0
"726eacd8-cc42-4766-9454-ad7ab9fcf427","Eucalyptus pilularis",254.0,1099.0
"c8fcc1a4-860c-40d3-a1cd-25baa9428b52","Eucalyptus pilularis",255.0,1099.0
"72484ece-13df-44d6-96c2-02aab0ef2dcf","Eucalyptus pilularis",250.0,1156.0
"2bda9a1e-c929-40ea-bcb2-ef21d9f7194c","Eucalyptus pilularis",251.0,1166.0
"d0d18b1a-7ac9-4dca-b03b-1bc128e9ad1d","Eucalyptus pilularis",256.0,1074.0
"6480495e-7e46-4587-8ad4-bd2b681a31c8","Eucalyptus pilularis",267.0,1071.0
"0170b3ea-e4a5-4299-8dba-111b6663ff9e","Eucalyptus pilularis",267.0,1061.0
"ed4f19a0-72d5-41f0-84cb-0107ad2a9c89","Eucalyptus pilularis",268.0,1046.0
"0397ad02-7a1f-46ef-b0b2-cf626a1261b7","Eucalyptus pilularis",264.0,1101.0
"1e8fd118-eaf8-4281-b323-88f0696b5ee8","Eucalyptus pilularis",294.0,1006.0
"6fd435b0-ccaf-409a-8525-0c87fabfa2fc","Eucalyptus pilularis",266.0,1089.0
"6ae935ae-11a4-4e79-8b24-91441c65a8a3","Eucalyptus pilularis",267.0,1083.0
"8f3d8048-dd06-4532-b90b-416330ea5918","Eucalyptus pilularis",267.0,1083.0
"e9e712a0-31b9-4039-ba52-25642dd67068","Eucalyptus pilularis",267.0,1046.0
"ee4c4879-182f-4311-a154-8e6d519e08e4","Eucalyptus pilularis",268.0,1057.0
"4705fc47-49f7-4f4f-ad3f-ebaeadac3755","Eucalyptus pilularis",266.0,1075.0
"67a0b039-2059-4725-8704-f4761e4607bc","Eucalyptus pilularis",264.0,1125.0
"aae3460a-d83d-4ecb-b926-576be8437bec","Eucalyptus pilularis",268.0,1374.0
"36b6a1d5-fe58-4cda-9c46-59f67d16ec91","Eucalyptus pilularis",268.0,1371.0
"e5599ec6-c2f8-428b-995c-bed972d2c977","Eucalyptus pilularis",267.0,1380.0
"67eb1771-7738-4f2f-9c15-dbddc3bd7fb8","Eucalyptus pilularis",268.0,1374.0
"226e22b4-6dbe-42a2-9ae2-72efbbde2fe9","Eucalyptus pilularis",266.0,1375.0
"428513c4-72d6-49bd-a2c6-dd82e484a823","Eucalyptus pilularis",264.0,1393.0
"7d514ee2-69b3-4c13-9f0f-40602f9efc31","Eucalyptus pilularis",273.0,1289.0
"95325f9b-51aa-49ec-b47e-300c92629d80","Eucalyptus pilularis",268.0,1380.0
"0b55c7e5-b634-408e-9f8b-f1fe2930b093","Eucalyptus pilularis",268.0,1380.0
"76a8e723-9eb1-4693-8ca0-decb3d01702a","Eucalyptus pilularis",266.0,1391.0
"b18c1e86-0b4d-4fae-a29f-41e093129abb","Eucalyptus pilularis",269.0,1479.0
"b437df7d-2d37-4d67-86bd-f5988ded7396","Eucalyptus pilularis",269.0,1479.0
"f0a33e40-4e30-4bf6-b924-ff64a848010f","Eucalyptus pilularis",281.0,1426.0
"8727c8e0-35ef-4dfb-9964-b8b276428dc6","Eucalyptus pilularis",277.0,1397.0
"652f7c27-89b9-46e2-bf44-695f6693e2ea","Eucalyptus pilularis",268.0,1361.0
"7c4d514f-c142-4bbf-badc-49c8b1780ce2","Eucalyptus pilularis",264.0,1338.0
"ebd7ddf8-3699-4b52-a5e5-a9776f79fe1c","Eucalyptus pilularis",267.0,1312.0
"63667a4e-ecda-4267-88cb-77305dbbc12f","Eucalyptus pilularis",280.0,945.0
"fa55b749-eadc-446e-822c-60507524530e","Eucalyptus pilularis",282.0,1335.0
"3aa83aad-c189-4f23-aaac-5d95fb03d48e","Eucalyptus pilularis",267.0,1070.0
"5490cf51-ef9d-4d83-a432-7c4e4d654c09","Eucalyptus pilularis",NaN,1288.0
"ad0398a3-273f-467f-a9eb-284fa809a698","Eucalyptus pilularis",267.0,1375.0
"abb50b7f-3aad-4c15-9522-d1725c7803de","Eucalyptus pilularis",264.0,1189.0
"683eb166-ab33-47ac-999c-7855ad440d8e","Eucalyptus pilularis",265.0,1284.0
"7215c0c4-7236-4a52-b83f-5fb012770955","Eucalyptus pilularis",258.0,1301.0
"8bfaf20f-87c1-4e52-b7cd-582acf824d94","Eucalyptus pilularis",263.0,1193.0
"dbf8b7ad-75bd-488c-8f70-3d02390f7f5a","Eucalyptus pilularis",263.0,894.0
"d2639a3d-396b-46b7-84cc-d6020f112432","Eucalyptus pilularis",280.0,818.0
"36eb08a0-be9b-4f18-b2ca-96f7fba38714","Eucalyptus pilularis",263.0,1192.0
"5a233749-f4ed-40e2-ad46-0fd9c09bb04f","Eucalyptus pilularis",263.0,1174.0
"6abce830-a173-4f73-9f49-8cda861e6f74","Eucalyptus pilularis",260.0,1258.0
"b5716336-bbc2-417d-81b3-1df294b84004","Eucalyptus pilularis",275.0,945.0
"2b9931c0-bd7c-484e-b8ab-100cb9c74eb9","Eucalyptus pilularis",279.0,891.0
